origins,destinations,path,free_flow_time,cluster
1,3,-165171783#1 -165171783#0 165170684#0 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -153730008#2 -153730008#1 -153730008#0 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 37088673#0 -153730010#2,1.6232380797474997,2
1,3,165171783#1 165171783#2 -165170681#1 -165170681#0 165170816 165170817 165170685#0 165170685#1 -698024153 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -153730008#2 -153730008#1 -153730008#0 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 37088673#0 -153730010#2,2.221894187258899,3
1,60,165171783#1 165171783#2 1371061454 -165170994#6 165171448#0 165171448#1 165170815#1 319058613#2 165170673#0 165170673#1 165170673#2 1338884371#8 1338884377 243836884#0 243836884#1 243836884#2 243836884#3 243836884#4 243836884#5 39820657#0 39820657#1 719004331 1371061469#0 1371061469#1 698024152#0 698024152#1 165170684#0 -165172642#2 -165172642#1 -165172642#0,1.3289276443843088,0
1,60,-165171783#1 -165171783#0 165170684#0 -165172642#2 -165172642#1 -165172642#0,0.3942524598032157,1
1,60,165171783#1 165171783#2 1371061454 319058613#0 319058613#1 319058613#2 165170673#0 165170673#1 165170673#2 1338884371#8 1338884377 243836884#0 243836884#1 243836884#2 243836884#3 243836884#4 243836884#5 39820657#0 39820657#1 719004331 1371061469#0 1371061469#1 698024152#0 698024152#1 165170684#0 -165172642#2 -165172642#1 -165172642#0,1.213028916282557,2
1,60,165171783#1 165171783#2 -165170681#1 -165170681#0 165170816 -165170818#8 394443152#0 394443152#1 -394443149#0 165170685#1 -698024153 -1238426242 -165170684#1 -165172642#2 -165172642#1 -165172642#0,1.2252339812814974,3
1,114,-165171783#1 -165171783#0 165170684#0 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 319058601 932857453 319058592#3 698024160 -1239117045 -36936749#5 -36936749#4 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 37088673#0 37088673#1 1239117016#0 1239117016#1 1239117016#2 -36950447#1 -36950447#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 -394456379 -36950439#1 -36950439#0 37088258#0 37088258#1 394456378 36950525 1119245069 406210869#0,3.4444082799208644,0
1,114,-165171783#1 -165171783#0 165170684#0 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -36936749#4 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 157574536#0 157574536#1 157574536#2 157553237#0 157553237#1 36289599#0 36289599#1 -878854448 -878854447 878854446 48955689#0 48955689#1 1119245069 406210869#0,1.7373753898067996,1
1,114,-165171783#1 -165171783#0 165170684#0 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -153730008#2 -153730008#1 -153730008#0 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 157574536#0 157574536#1 157574536#2 157553237#0 157553237#1 36289599#0 36289599#1 157553231 48955689#0 48955689#1 1119245069 406210869#0,1.782890529873722,2
1,132,165171783#1 165171783#2 -165170681#1 -165170681#0 165170816 -165170818#8 394443152#0 394443152#1 -394443149#0 165170685#1 -698024153,0.8862371010319176,0
1,132,-165171783#1 -165171783#0 165170684#0 165170684#1 1238426242 698024153,0.2216822654187664,1
1,132,165171783#1 165171783#2 1371061454 319058613#0 319058613#1 319058613#2 165170673#0 165170673#1 165170673#2 1338884371#8 1338884377 243836884#0 243836884#1 243836884#2 243836884#3 243836884#4 243836884#5 39820657#0 39820657#1 719004331 1371061469#0 1371061469#1 698024152#0 698024152#1 165170684#0 165170684#1 1238426242 698024153,1.0404587218981076,2
1,132,165171783#1 165171783#2 1371061454 -165170994#6 165171448#0 165171448#1 -165170815#0 165170818#0 165170818#1 165170818#2 165170818#3 165170818#4 165170818#5 165170818#6 165170818#7 394443152#0 394443152#1 -394443149#0 165170685#1 -698024153,1.369618430525558,3
1,161,165171783#1 165171783#2 1371061454 -165170994#6 165171448#0 165171448#1 165170815#1 319058613#2 165170673#0 165170673#1 165170673#2 1338884371#8 1338884377 243836884#0 243836884#1,0.6836287894448191,0
1,161,-165171783#1 -165171783#0 -698024152#1 -698024152#0 1371061470#0 1371061470#1 1371061468 719004328 36936480#0 36936480#1 36936480#2 39820656#0 39820656#1 -243836884#5 -243836884#4 -243836884#3 -243836884#2 -243836884#1,0.3544001646384941,1
1,161,165171783#1 165171783#2 1371061454 319058613#0 319058613#1 -165170815#1 -165171448#1 -165171448#0 -165170994#5 -165170994#4 -165170994#3 -165170994#2 -165170994#1 -165170994#0 165170818#0 165170818#1 165170818#2 165170818#3 165170818#4 165170818#5 165170818#6 165170818#7 394443152#0 394443152#1 -394443149#0 165170685#1 -698024153 165172166 165172163 -165170684#1 -165170684#0 -698024152#1 -698024152#0 1371061470#0 1371061470#1 1371061468 719004328 36936480#0 36936480#1 36936480#2 39820656#0 39820656#1 -243836884#5 -243836884#4 -243836884#3 -243836884#2 -243836884#1,2.1257584559751868,3
2,2,319058604#2 -1339478328#0 -319058604#1 -319058604#0 332885552 -394446867#1 -394446867#0 36284844 -36285797#0 -35802071#0 35801882#1 -319058600#1 35801699#0 35801699#1 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 314422857 710476923 319058591 697627694#0 697627694#1 187827289 1119245073 155153634#0 155153634#1 155153634#2 1119243206 36292768#0 36292768#1 -394456359#1 -394456359#0 36292830#1 36292830#2 697704135 156460681#0 37054132 -156460683#5,4.265972494109235,0
2,2,319058604#2 1339478328#1 698018295#1 698018295#2 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 314422857 710476923 319058591 697627694#0 697627694#1 187827289 1119245073 155153634#0 155153634#1 155153634#2 1119243206 36292768#0 36292768#1 36292768#2 36292830#1 36292830#2 697704135 156460681#0 37054132 -156460683#5,3.367568366439448,1
2,2,319058604#2 1339478328#1 -215094374 698018295#2 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 710478629#0 710478629#1 36287006 13937774#0 13937774#1 710476923 319058591 697627694#0 697627694#1 187827289 1119245073 155153634#0 155153634#1 155153634#2 1119243206 36292768#0 36292768#1 -394456359#1 -394456359#0 36292830#1 36292830#2 697704135 156460681#0 37054132 -156460683#5,3.6210480880617175,2
2,2,319058604#2 1339478328#1 -215094374 698018295#2 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 710478629#0 710478629#1 710478296 1237369283 13937774#0 13937774#1 710476923 319058591 697627694#0 697627694#1 187827289 1119245073 155153634#0 155153634#1 155153634#2 1119243206 36292768#0 36292768#1 36292768#2 36292830#1 36292830#2 697704135 156460681#0 37054132 -156460683#5,3.7796154026765487,3
3,3,-1119245057#1 -1119245057#0 1119245060#2 -156460680#1 -1024000539#0 319058602#1 36294383#0 36294383#1 36294383#2 36294383#3 36294383#4 36294383#5 36294383#6 36294383#7 36294383#8 36294383#9 36294383#10 406210870 36295293#0 37066008 -37055563#2 -37055563#1 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,3.997432205423568,0
3,3,-1119245057#1 -1119245057#0 1119245060#2 1119245061 319058602#0 319058602#1 -270968314 -394456356#1 -394456356#0 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,1.8452243820494365,1
3,3,1119245057#1 -1119245057#1 -1119245057#0 1119245060#2 -156460680#1 -1024000539#0 319058602#1 -270968314 -394456356#1 -394456356#0 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.1230261579073675,2
3,3,-1119245057#1 -1119245057#0 -1119245060#1 -1119245060#0 37049908 -1024000539#2 -1024000539#1 -1024000539#0 319058602#1 36294383#0 37055563#0 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.379487640988721,3
3,78,-1119245057#1 -1119245057#0 1119245060#2 1119245061 319058602#0 1024000539#0 1024000539#1 1024000539#2 -37049908 -36293459#10 37051872#0 37051872#1 -476687231#2 -476687231#1 -476687231#0 -1119245056 -37054066,1.207481401487881,0
3,78,-1119245057#1 -1119245057#0 -1119245060#1 -1119245060#0 -36293459#10 37051872#0 37051872#1 -476687231#2 -476687231#1 -476687231#0 -1119245056 -37054066,0.6209563234941206,1
3,78,1119245057#1 -1119245057#1 -1119245057#0 1119245060#2 -156460680#1 1024000539#1 1024000539#2 -37049908 -36293459#10 -36293459#9 -36293459#8 -36293459#7 -36293459#6 -36293459#5 -36293459#4 -36293459#3 37054066,0.8247240220782338,2
3,78,1119245057#1 -476687231#3 -476687231#2 -476687231#1 -476687231#0 -1119245056 -37054066,0.3412526997840173,3
3,145,-1119245057#1 -1119245057#0 -1119245060#1 -1119245060#0 -36293459#10 37051872#0 37051872#1 -476687231#2 -476687231#1 -476687231#0 -1119245056 -37054066 36293459#3 36293459#4 36293459#5 36293459#6 36293459#7 36293459#8 -37052381#2 -37052381#1 -37052381#0 -1024000539#3 156460679 37052277#1 37052277#2 37052277#3 -37051625#0 -156480737#2 -156480737#1 394456380 37050590 918716574#1 918716574#2 -36936220 36934835#0 36934835#1 36934835#2 332885553 1339478330 -36285797#2 -36285797#1 -36285797#0 -35802071#0 35801882#1 35801882#2 56080984 -550211682 319058640,2.9000867988114907,0
3,145,-1119245057#1 -1119245057#0 -1119245060#1 -1119245060#0 37049908 156460679 37052277#1 37052277#2 37052277#3 -37051625#0 -156480737#2 -156480737#1 394456380 37050590 918716574#1 918716574#2 -36936220 36934835#0 36934835#1 36934835#2 -710476653#1 -710476653#0 -394446867#1 -394446867#0 -35802071#2 -35802071#1 -35802071#0 35801882#1 35801882#2 56080984 -550211682 319058640,1.9886877107385368,1
3,145,-1119245057#1 -1119245057#0 -1119245060#1 -1119245060#0 37049908 156460679 37052277#1 37052277#2 37052277#3 -37051625#0 -156480737#2 -156480755 37050515#2 156480737#0 394456380 37050590 918716574#1 918716574#2 -36936220 36934835#0 36934835#1 36934835#2 332885553 1339478330 -36285797#2 36284751 -394446867#0 36284844 -36285797#0 -35802071#0 35801882#1 35801882#2 56080984 -550211682 319058640,2.3746128367284567,2
3,145,-1119245057#1 -1119245057#0 1119245060#2 -156460680#1 1024000539#1 1024000539#2 156460679 37052277#1 37052277#2 37052277#3 -37051625#0 -156480737#2 -156480737#1 394456380 37050590 918716574#1 918716574#2 -36936220 36934835#0 36934835#1 36934835#2 332885553 1339478330 -36285797#2 -36285797#1 -36285797#0 -35802071#0 35801882#1 35801882#2 56080984 -550211682 319058640,2.218061360846528,3
4,3,37050051 1119245067 37055902#0 37055902#1 37055902#2 156460671 1119245064 -1024000539#0 319058602#1 36294383#0 36294383#1 36294383#2 36294383#3 36294383#4 36294383#5 36294383#6 36294383#7 36294383#8 36294383#9 36294383#10 406210870 36295293#0 37066008 -37055563#2 -37055563#1 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,4.141156707463403,0
4,3,37050051 1119245067 37055902#0 37055902#1 37055902#2 156460671 1119245064 156460680#1 1119245061 319058602#0 319058602#1 -270968314 -859784039#1 -859784039#0 -36950518#1 -36950518#0 36950439#0 36950439#1 394456379 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.163900887928966,1
4,3,37050051 1119245067 37055902#0 37055902#1 37055902#2 156460671 1119245064 1024000539#1 1024000539#2 -37049908 1119245060#0 1119245060#1 1119245060#2 1119245061 319058602#0 319058602#1 -270968314 -394456356#1 -394456356#0 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.439752819774418,2
4,3,37050051 1119245067 37055902#0 -37051625#2 -37051625#1 -37052277#3 -37052277#2 -37052277#1 -37052277#0 -1024000539#2 -1024000539#1 -1024000539#0 319058602#1 36294383#0 37055563#0 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.6114050875929924,3
5,4,153730016#1 153730022#3 -153730015#0 36936749#2 36936749#3 153730008#0 153730008#1 153730008#2 36936749#5 319779134 36936867 -165172165#2 -165172165#1 -165172165#0 165172163 -165170684#1 -165170684#0 165171783#0 165171783#1 165171783#2 1371061454 319058613#0 319058613#1 319058613#2 165170673#0 165170673#1 165170673#2 1338884371#8 1338884371#0 1338884371#1 1338884371#2 1338884373 -509025806#2 -509025806#1 -509025806#0 -1238948418#0 509033674#0 509033674#1 394443151#0 394443151#1 394443151#2,2.4368847808891347,0
5,4,153730016#1 153730022#3 -153730015#0 -36936749#1 -36936749#0 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -319058587#2 -319058587#1 -319058587#0 -319058586 -1088466838#1 -1088466838#0 -37088447#2 -37088447#1 -37088447#0 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2,1.563303441575259,1
5,4,-153730016#1 153730016#1 153730022#3 -153730015#0 -36936749#1 -36936749#0 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 1239117022#0 1239117022#1 153730936#0 153730936#1 153730936#2 153730936#3 201772610 157574535 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2,1.7723851596822748,2
5,4,-153730016#1 153730016#1 153730022#3 -153730015#0 -36936749#1 -36936749#0 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 1239117022#0 1239117022#1 153730936#0 153730936#1 -270968323#1 -270968324 153730925#1 153730936#3 201772610 157574535 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2,1.8464432350362463,3
6,0,36950518#2 859784039#1 859784039#2 36294383#0 37055563#0 37055563#1 37055563#2 37066011 36295293#2 37066019 37066023 37066065#0 599886773#1 1339510606#0 1339510606#1 243957897#0 243957897#1 243957897#2 243957897#3 243957897#4 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -37088673#0 39820658#0 39820658#1 39820658#2 508751757#0 508751757#1 508751757#2 36936541 36936727#0 36936727#1 36936727#2 36936727#3 36936727#4 36936727#5 36936727#6 36936727#7 319058652 1239117012#0 1239117012#1 1239117012#2 243704191#1 243704191#2 1239117012#4 1239117012#5 36936616#1 36936616#2 36936616#3 36936616#4 36936616#5 36936616#6 36936480#0 36936480#1 36936480#2 39820656#0 39820656#1 -243836884#5,4.960697149628569,0
6,0,36950518#2 859784039#1 -394456356#1 -394456356#0 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -37088673#0 39820658#0 39820658#1 39820658#2 508751757#0 508751757#1 508751757#2 36936541 36936727#0 36936727#1 36936727#2 36936727#3 36936727#4 36936727#5 36936727#6 36936727#7 319058652 1239117012#0 1239117012#1 1239117012#2 1239117012#3 1239117012#4 1239117012#5 36936616#1 36936616#2 36936616#3 36936616#4 36936616#5 36936616#6 36936480#0 36936480#1 36936480#2 39820656#0 39820656#1 -243836884#5,2.608243756341077,1
6,0,36950518#2 859784039#1 859784039#2 36294383#0 37055563#0 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -37088673#0 39820658#0 39820658#1 39820658#2 508751757#0 508751757#1 508751757#2 36936541 36936727#0 36936727#1 36936727#2 36936727#3 36936727#4 36936727#5 36936727#6 36936727#7 319058652 1239117012#0 1239117012#1 1239117012#2 243704191#1 243704191#2 1239117012#4 1239117012#5 36936616#1 36936616#2 36936616#3 36936616#4 36936616#5 36936616#6 36936480#0 36936480#1 36936480#2 39820656#0 39820656#1 -243836884#5,2.794738237322653,2
6,0,-859784039#0 -36950518#1 37051441#0 37051441#1 37051441#2 -37051625#2 -37051625#1 37052277#4 1237352048 1119245070 319058612#0 319058612#1 36288941#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3 36936373#4 201772610 157574535 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2 -394443151#1 -394443151#0 394443143#0 394443143#1 394443143#2 1238948418#0 1238948418#1 509025806#1 509025806#2 1338884372 1338884371#4 1338884374 1338884375 1338884371#6 1338884371#7 1338884371#8 1338884377 243836884#0 243836884#1 243836884#2 243836884#3 243836884#4 243836884#5,3.281907747750913,3
6,5,-859784039#0 -36950518#1 37051441#0 37051441#1 37051441#2 37055902#1 37055902#2 156460671 1119245064 -1024000539#0 -319058602#0 -1119245061 -1119245060#2 -1119245060#1 -1119245060#0,0.7500539956803455,0
6,5,36950518#2 859784039#1 859784039#2 -319058602#1 -319058602#0 -1119245061 -1119245060#2 -1119245060#1 -1119245060#0,0.2407787377009839,1
6,5,36950518#2 859784039#1 859784039#2 -319058602#1 1024000539#0 1024000539#1 1024000539#2 -37049908 1119245060#0,0.5753839692824574,2
6,5,-859784039#0 -36950518#1 -36950518#0 37088258#0 37050051 1119245067 37055902#0 37055902#1 37055902#2 156460671 1119245064 156460680#1 -1119245060#2 -1119245060#1 -1119245060#0,0.7553095752339812,3
6,10,-859784039#0 -36950518#1 -36950518#0 37088258#0 37050051 1119245067 37055902#0 -37051625#2 -37051625#1 37052277#4 37050515#0 37050515#1 37050515#2 156480737#0 394456380 37056002 1119245115 37056017 -159922662#1 37054401 37056055#1 319058606 37052930 698018294#0 698018294#1 1238956370 36935056 36935040#0 36935040#1 36935040#2 36935040#3 1238956371 187827287 1119245264#0 1119245264#1 319058598 37640683 187827276,2.633043951922021,0
6,10,-859784039#0 -36950518#1 37051441#0 37051441#1 37051441#2 -37051625#2 -37051625#1 -37051625#0 -156480737#2 -156480737#1 394456380 37050590 918716574#1 918716574#2 37051113#0 37051113#1 1119245072 37056055#1 319058606 37052930 698018294#0 698018294#1 1238956370 36935056 36935040#0 36935040#1 36935040#2 36935040#3 1238956371 187827287 1119245264#0 1119245264#1 319058598 37640683 187827276,2.266142587577681,2
6,10,-859784039#0 -36950518#1 37051441#0 37051441#1 37051441#2 -37051625#2 -37051625#1 -37051625#0 -156480737#2 -156480737#1 394456380 37056002 1119245115 37056017 -159922662#1 37054401 37056055#1 319058606 37052930 698018294#0 698018294#1 1238956370 36935056 36935040#0 36935040#1 36935040#2 36935040#3 1238956371 187827287 1119245264#0 187827277 187827278#0 156467655#0 156467655#1 187827271 319058598 37640683 187827276,2.5939510793518274,3
6,12,36950518#2 859784039#1 859784039#2 -319058602#1 -319058602#0 -1119245061 -156460680#1 -156460680#0 -156460671 -37055902#2 -37055902#1 -37051625#2 -37051625#1 37052277#4 1237352048 1119245070 319058612#0 319058612#1 36288941#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3,1.3322005634688738,0
6,12,-859784039#0 -36950518#1 -36950518#0 37088258#0 37088258#1 394456378 36950525 1119245069 406210869#0 406210869#1 319058612#0 319058612#1 36288941#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3,0.7187736376229416,1
6,12,-859784039#0 -36950518#1 -36950518#0 37088258#0 37088258#1 394456378 36950525 1119245069 406210869#0 406210869#1 319058612#0 319058612#1 36936407#0 36936407#1 36936380 -36936392#1 -36936392#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3,1.137441813233641,2
6,12,36950518#2 859784039#1 859784039#2 -319058602#1 1024000539#0 -156460680#0 -156460671 -37055902#2 -37055902#1 -37051625#2 -37051625#1 37052277#4 1237352048 1119245070 319058612#0 319058612#1 36288941#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3,1.266877789290808,3
6,14,-859784039#0 -36950518#1 -36950518#0 37088258#0 37088258#1 394456378 157555049 1119245067 37055902#0 37055902#1 37055902#2 156460671 1119245064 -1024000539#0 319058602#1 36294383#0 36294383#1 36294383#2 36294383#3 36294383#4 36294383#5 36294383#6 36294383#7 36294383#8 36294383#9 36294383#10 406210870 36295293#0 37066008 -37055563#2 -37055563#1 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 698026762,3.729031677465803,0
6,14,-859784039#0 -36950518#1 -36950518#0 36950439#0 36950439#1 394456379 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 698026762,0.856485481161507,1
6,14,-859784039#0 -36950518#1 -36950518#0 37088258#0 37088258#1 394456378 157555049 1119245067 37055902#0 37055902#1 37055902#2 156460671 1119245064 -1024000539#0 319058602#1 -270968314 -394456356#1 -394456356#0 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 698026762,1.787215022798176,2
