origins,destinations,path,free_flow_time,cluster
0,3,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677416#3 26677416#4 40888351#3 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 386687235,2.2557912476953743,2
0,3,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677540#0 26677540#1 26677540#2 -201950250#0 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 -24634411 160314345#1 -24634413#0 201201950#3 24634414#1 160314345#3 -24634417 386687239#1 202092676#0 386687235,4.8093396216886,3
0,4,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 201201945#2 201201945#3 201201945#7 201201945#8 201089420#0 315358257#0 315358257#0.43 -612075153#1 -612075153#0 399835085#0 399835085#1,2.34498283505746,0
0,4,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 201201945#2 201201945#3 201201945#7 201201945#8 201089420#0 315358257#0 315358257#0.43 -612075153#1 -612075153#0 399835085#0 399835085#1,2.286016811332164,1
0,4,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -25117391#2 -25117391#1 315358257#0 315358257#0.43 -612075153#1 -612075153#0 399835085#0 399835085#1,1.3709456896017258,2
0,4,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -25117391#2 -25117391#1 -201089420#1 40888359 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 201201953#0 40888360#0 22724699#2 173203413#0 201201953#4 201201953#10 201201953#12 176550246 201238719#0 170018165#0 -224892361#8 -224892361#6 224892339#0 315358255#0 -612075153#1 -612075153#0 399835085#0 399835085#1,4.364873773250147,3
0,5,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 -24634411 160314345#1 24634413#1 24634413#2 37386279 24634414#5 24634414#5.51 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1 -266565295#5,3.402850719432233,0
0,5,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1 -266565295#5,3.3685265610924,1
0,5,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 160314345#0 160314345#1 160314345#2 24634414#2 24634416 315358253#1 315358253#2 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1 -266565295#5,3.600324338109365,2
0,5,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 -24634411 160314345#1 -24634413#0 201201950#3 24634414#1 24634414#2 24634416 315358253#1 315358253#2 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1 -266565295#5,4.043811538605114,3
0,12,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677214#5 201950250#0 201950250#1 -26677539 26677416#4 40888351#3 -129379918#1 447569997#0 447569997#1,2.512030676512257,0
0,12,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 447569997#0 447569997#1,0.5424703502711379,1
0,12,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677416#3 26677416#4 40888351#3 -129379918#1 447569997#0 447569997#1,1.713404386543426,2
0,12,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 201950250#1 -26677539 26677416#4 40888351#3 -129379918#1 447569997#0 447569997#1,1.7353931820616333,3
0,16,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 -26677214#3 -26677214#2 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238724 24634510#0 24634510#1 24634510#6 204588664#0 -23436553#2 -23436553#1 -22690205#1 233675413#4 -25145011#2 -25145012#5 22716069#2 -653473569#1 -653473569#0 -653473568#1 -653473568#0 -18813598#8 -18813598#7 -18813598#6 -18813598#1 25122731#0 30482614 30482615#1,6.214261747760984,0
0,16,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -25117391#2 -25117391#1 315358257#0 315358257#0.43 -315358255#4 -224892339#3 224892361#3 224892361#7 -170018165#0 137133006#0 137133006#1 -201238726#1 -201238726#0 -201238726#0.98 -10427692#8 -10427692#7 -10427692#6 -10427692#5 -10427692#4 -10427692#3 -10427692#2 -10427692#1 18809672#0 18809672#2 18809672#5 -37681424#1 -37681424#0 37681425#7 201963522#5 201963522#6 25122731#0 30482614 30482615#1,3.207159410757605,1
0,16,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 -160314345#1 -160314345#0 -315392062#4 -24693977#1 -24693977#0 201089423#0 201089423#2 32124744 32124743 285716192#0 285716192#0.83 201963535 -104010328 -25145012#6 -25145011#0 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -653473568#0 -18813598#8 -18813598#7 -18813598#6 -18813598#1 25122731#0 30482614 30482615#1,5.386014885026476,2
0,16,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238724 24634510#0 24634510#1 24634510#6 204588664#0 -23436553#2 -23436553#1 -22690205#1 233675413#4 -25145011#2 -25145012#5 -22716069#1 25145014#0 25187889 25145012#3 -25187896 -25187895#0 28111977#10 -653473568#0 -18813598#8 -18813598#7 -18813598#6 -18813598#1 25122731#0 30482614 30482615#1,6.732403302439012,3
0,21,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 -26677214#3 -26677214#2 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238724,2.092243107056829,0
0,21,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238724,1.759917016073279,1
0,21,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238724,2.2517546438529727,2
0,21,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 -24634411 -160314345#0 201238718#0 -201238724,3.07588598105308,3
0,23,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 54169231#0 54169231#1 54169231#2 -26677216#0 26677214#5 201950250#0 -26677540#2 26677541,2.4307271111696336,0
0,23,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677214#5 201950250#0 -26677540#2 26677541,1.7880518514101107,1
0,23,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677540#0 26677540#1,1.316478820060533,2
0,23,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677416#3 26677539 -201950250#1 -26677540#2 26677541,1.9343259589160755,3
0,39,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 -54169231#2 -54169231#1 -54169231#0 -26677214#3 -26677214#2 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238718#0,2.669467574957741,0
0,39,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238718#0,1.700950992347983,1
0,39,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 54169231#0 54169231#1 54169231#2 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0,2.1794590406356926,2
0,39,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0,2.799980773757779,3
0,51,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5,2.528550488180625,0
0,51,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 54169231#0 54169231#1 54169231#2 26677216#1 26677216#2 26677216#3 23166741#5,2.22352179172605,1
0,51,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 54169231#0 54169231#1 54169231#2 26677216#1 26677216#2 26677216#3 23166741#5,1.966994778783835,2
0,51,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 -54169231#2 -54169231#1 -54169231#0 -26677214#3 -26677214#2 201950259#0 201950259#4 -25117391#2 -25117391#1 -201089420#1 40888359 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 201201950#3 -24634414#0 23166741#2 23166741#5,4.052289501424511,3
0,52,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677416#3 26677539 201950250#2 40888351#0 40888351#1 40888351#3 129379925 315358242#0 315358242#1 4942376,2.632772349711414,0
0,52,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 201950250#1 -26677539 26677416#4 40888351#3 129379925 315358242#0 315358242#1 4942376,2.0140024044174907,1
0,52,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 -26677540#2 -26677540#1 -26677540#0 26677416#3 26677416#4 40888351#3 129379925 315358242#0 315358242#1 4942376,2.008522649831462,2
0,52,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 201950250#1 -26677539 26677416#4 40888351#3 129379925 315358242#0 315358242#1 4942376,2.072968428142787,3
0,53,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 -160314345#1 -160314345#0 -160314346#1 24634506#0 24634506#1 24634506#2,2.7609848298078443,0
0,53,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238718#0 -160314346#1 24634506#0 24634506#1 24634506#2,2.189052543574417,1
0,53,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -160314346#1 24634506#0 24634506#1 24634506#2,2.6808901713541102,2
0,53,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -160314346#1 24634506#0 24634506#1 24634506#2,3.229116301258916,3
0,59,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 -160314345#1 -160314345#0,2.484360069032404,0
0,59,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 -160314345#1 -160314345#0,2.425394045307108,1
0,59,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 -26677214#3 -26677214#2 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 -24634411 -160314345#0,2.612933687104543,2
0,59,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 -24634411 -160314345#0,3.320671353805493,3
0,61,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 54169231#0 54169231#1 54169231#2 -26677216#0 26677214#5 -26677542#1 -26677417#1 -26677417#0 -26677416#1,2.720943197604208,0
0,61,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 -26677416#1,1.055274338267816,2
0,61,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677214#5 -26677542#1 -26677417#1 -26677417#0 -26677416#1,2.1372339615699807,3
0,62,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 201201945#2 201201945#3 201201945#7 201201945#8 28319300#0,2.028803505154153,0
0,62,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 201201945#2 201201945#3 201201945#7 201201945#8 28319300#0,1.9698374814288568,1
0,62,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 -26677214#3 -26677214#2 201950259#0 201950259#4 -25117391#2 -25117391#1 -201089420#1 28319300#0,2.1631903628489946,2
0,62,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 201201953#0 40888360#0 -22724699#1 201201945#3 201201945#7 201201945#8 28319300#0,2.5510646342278127,3
0,72,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 -24634411 160314345#1 160314345#2 24634414#2 24634414#3 24634414#4 -37386279 -24634413#2,3.0488114507369937,0
0,72,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 -24634414#5 -37386279 -24634413#2,3.171485368805549,1
0,72,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 -24634414#5 -37386279 -24634413#2,3.230451392530845,2
0,72,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 -24634411 160314345#1 -24634413#0 201201950#3 24634414#1 24634414#2 24634414#3 24634414#4 -37386279 -24634413#2,4.262095814158387,3
0,77,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 54169231#0 54169231#1 54169231#2 -26677216#0,1.7916514809175328,0
0,77,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 54169231#0 54169231#1 54169231#2 -26677216#0,1.7326854571922363,1
0,77,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677540#0 -26677541 26677540#2 -201950250#0 -26677214#5 26677216#0,1.7490471821785984,2
0,77,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 -26677540#2 26677541 -26677540#0 26677416#3 26677539 201950250#2 40888351#0 40888351#1 40888351#3 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 386687242 23166741#0 23166741#2 -26677216#4 -26677216#2 -26677216#1 -26677216#0,3.7357530812408872,3
0,92,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238718#0 160314345#0 160314345#1 24634413#1 24634413#2 37386279 24634414#5 24634414#5.51 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1,3.108579058283972,0
0,92,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1,3.2881329925778804,1
0,92,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1,3.3470990163031766,2
0,92,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 -24634411 -160314345#0 -315392062#4 -24634508 -24634507 -24634509#0 -22716549#6 -201089423#1 -32999434#1 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857516#1,4.693436442562376,3
0,93,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0,3.522896199516524,0
0,93,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0,2.5417984655573203,1
0,93,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0,3.0336360933370137,2
0,93,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24634508 -24634507 -24634509#0 -22716549#6 -201089423#1 -32999434#1 32999110#0,4.011793706274198,3
0,98,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 54169231#0 54169231#1 54169231#2 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238724 24634510#0 24634510#1,3.015101206380072,0
0,98,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238724 24634510#0 24634510#1,2.221100121424851,1
0,98,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -160314346#1 -160314346#0 24634505 24634510#0 24634510#1,2.917350644672307,2
0,98,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 -24634411 -160314345#0 201238718#0 -201238724 24634510#0 24634510#1,3.5370690864046512,3
0,101,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 -26677214#3 -26677214#2 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1,2.0395313239994737,0
0,101,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1,1.707205233015924,1
0,101,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 -26677214#4 54169231#0 54169231#1 54169231#2 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1,2.1267472575783373,2
0,101,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 26677214#0 26677214#3 26677214#4 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1,2.7472689907004235,3
0,102,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 -26677540#2 -26677540#1 -26677540#0 26677416#3 26677416#4 -40888351#2 40888354#0 40888354#1 40888354#2 53396619#3,1.964555613462088,0
0,102,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 129379918#0 -40888351#6 -40888351#2 40888354#0 40888354#1 40888354#2 53396619#3,1.088191331248122,1
0,102,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 201950250#1 201950250#2 40888351#0 40888354#0 40888354#1 40888354#2 53396619#3,1.8786236780037104,2
0,102,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 -26677540#2 26677541 -26677540#0 26677416#3 26677539 201950250#2 40888351#0 40888354#0 40888354#1 40888354#2 53396619#3,2.544694382743489,3
1,1,10425609#0 10425609#1 25149219#1 391891458#0 -653473569#5 -653473569#4 25145011#0 -25145012#5 -22716069#1 -22716069#0 -233675413#1 -233675413#0 -136728347#4 -26642362#5 -26642362#3 -22716073 -22716072#3 -18809672#1 -285549250#1 -128361102#1,2.6572298847441145,0
1,1,10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 25145011#0 25145011#1 -233675413#6 -233675413#3 -233675413#2 -233675413#1 -233675413#0 -136728347#4 -26642362#5 -22716072#5 -22716072#3 -18809672#1 -285549250#1 -128361102#1,2.3544308003979126,1
1,1,10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 25145013#0 -25145012#6 -25145012#5 -22716069#1 -22716069#0 -233675413#1 -233675413#0 -136728347#4 -26642362#5 -22716072#5 -22716072#3 -18809672#1 -285549250#1 -128361102#1,2.2788368479141115,2
