start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,cluster
1391,49,5,Human,526438862#0,-100468681#0,2644.935,2480.38,2595.78,3722.61,8
1735,13,43,Human,100475365#1,101607963,2719.3,2839.87,3303.18,3286.51,8
1662,60,9,Human,71223791#0,-372606529#4,2952.41,2485.51,3262.76,2972.65,6
400,61,44,Human,-71223800#7,416428068,3529.73,2605.34,2930.26,2621.51,3
175,62,5,Human,120509991,-100468681#0,2894.39,2434.38,2595.78,3722.61,9
1553,63,44,Human,-1006827381,416428068,3515.83,2596.69,2930.26,2621.51,7
1655,64,29,Human,-416375813,-619184994,3612.2,2707.73,2965.95,2744.96,7
626,65,44,Human,-71324343#5,416428068,3475.41,2763.32,2930.26,2621.51,3
486,66,45,Human,-101601551,-101746508#0,2912.0,3336.09,2930.04,1986.17,2
1091,67,12,Human,-416409191#0,100475365#1,1214.73,2622.0,2719.86,2835.54,10
191,54,23,Human,-42762428#3,-416409191#0,3087.65,2696.43,1481.87,2496.39,9
836,66,3,Human,-101601551,101606547#1,2912.0,3336.09,2138.76,2634.12,5
1436,68,46,Human,101606547#1,-101601551,2138.91,2633.99,2909.39,3435.87,8
414,69,47,Human,-101746498#2,120509990,2722.2,1779.43,2895.11,2428.8,3
1390,70,29,Human,-101601553#1,-619184994,2941.06,3148.33,2965.95,2744.96,10
593,71,12,Human,71324347#1,100475365#1,2841.63,2417.85,2719.86,2835.54,4
117,72,9,Human,-101746516#2,-372606529#4,2794.4,2048.66,3262.76,2972.65,9
1026,20,48,Human,526438862#2,-100468681#1,2725.1800000000003,2503.24,2686.99,3672.0,6
1440,73,49,Human,1164653913,526438862#1,3095.96,2691.53,2716.95,2499.575,6
1424,74,50,Human,71324347#3,-101418584#0,2813.46,2411.99,2119.51,2345.86,0
1790,41,51,Human,-1323419243,868087112,2323.26,2301.23,2790.4750000000004,2558.915,8
1027,27,18,Human,75421017,-1323419243,2763.15,2671.44,2324.85,2303.21,5
494,75,52,Human,-101415864#1,-1323419247,3363.19,2509.93,2771.95,2620.95,3
922,76,12,Human,71223791#1,100475365#1,2963.27,2484.53,2719.86,2835.54,6
1433,77,34,Human,-679068326#3,-1200809291,3164.66,2463.49,2791.98,2514.23,6
465,78,44,Human,-101746498#0,416428068,2734.3,2084.56,2930.26,2621.51,3
395,7,34,Human,-659278038#3,-1200809291,2719.42,2856.85,2791.98,2514.23,4
583,79,1,Human,463830226#1,464265154,3149.63,2558.81,2744.3,2684.72,4
76,80,53,Human,-101765339#0,71324343#3,2008.29,1540.68,3384.52,2688.49,9
316,75,54,Human,-101415864#1,-416412034,3363.19,2509.93,2661.23,3208.88,3
278,81,55,Human,-101787498,-71223800#1,2058.36,1807.48,3827.75,2757.38,1
356,82,56,Human,101784499#1,1047412912#0,1799.5,1810.53,3735.55,2885.74,1
187,83,39,Human,101418583,-47374664,2736.67,2406.78,2647.55,2223.74,9
1087,84,10,Human,-47374664,101418583,2552.73,2038.86,2722.98,2495.1,6
137,85,29,Human,-101749451,-619184994,2876.72,2265.45,2965.95,2744.96,9
1129,35,20,Human,-297823017,101767915#1,3425.07,3180.48,2145.11,1700.14,7
282,86,9,Human,47374680#2,-372606529#4,2553.48,2204.58,3262.76,2972.65,9
487,87,34,Human,619185406,-1200809291,2877.81,2712.4,2791.98,2514.23,3
1503,88,57,Human,-101746498#1,71223791#1,2722.44,2008.15,3149.78,2466.73,6
1787,27,9,Human,75421017,-372606529#4,2763.15,2671.44,3262.76,2972.65,8
1565,45,12,Human,526439431#0,100475365#1,2794.38,2560.89,2719.86,2835.54,6
791,89,58,Human,-1200809291,120509991,2761.48,2508.2,2903.94,2468.7,4
1691,62,59,Human,120509991,-120511144#2,2894.39,2434.38,1935.06,2000.41,6
122,29,60,Human,-282689975#2,-101752970#2,3811.92,2357.18,1892.53,2071.28,3
143,90,61,Human,-282689986,-282690560#0,3623.55,2346.57,3857.28,2586.86,9
16,91,15,Human,-619184994,-101746498#2,3108.67,2771.02,2720.16,1993.94,1
798,1,62,Human,-1323419247,282479125#1,2783.47,2563.49,2960.22,2749.98,4
688,48,12,Human,101611600,100475365#1,3164.1,2989.28,2719.86,2835.54,3
1551,76,12,Human,71223791#1,100475365#1,2963.27,2484.53,2719.86,2835.54,6
1721,78,63,Human,-101746498#0,-101600741#2,2734.3,2084.56,2887.73,3331.57,6
830,17,4,Human,659281081#1,-352797377,2542.92,2445.7,3160.03,2246.83,4
1240,92,64,Human,-101608960,-101752975#2,3081.31,3554.38,2230.15,1483.22,10
787,13,65,Human,100475365#1,71324347#5,2719.3,2839.87,2603.03,2380.15,5
1485,93,66,Human,-100468681#2,659281081#1,3058.38,3341.57,2638.805,2478.735,10
1748,15,5,Human,-101604496#1,-100468681#0,2762.82,3123.84,2595.78,3722.61,10
1444,25,29,Human,-100488715#4,-619184994,2444.05,2621.95,2965.95,2744.96,8
145,94,9,Human,-100488715#6,-372606529#4,2629.18,2746.54,3262.76,2972.65,9
753,95,12,Human,-659278038#0,100475365#1,2688.9,3089.7,2719.86,2835.54,4
667,96,67,Human,-100488715#3,-101609498#0,2431.39,2615.64,3078.83,3542.17,4
1294,97,5,Human,100525438#0,-100468681#0,3037.04,3141.54,2595.78,3722.61,10
640,13,25,Human,100475365#1,-101604513#1,2719.3,2839.87,2727.9,3048.29,4
586,96,68,Human,-100488715#3,1164659926,2431.39,2615.64,3099.65,2827.38,4
347,98,5,Human,101607969#1,-100468681#0,3106.77,3276.44,2595.78,3722.61,2
1798,36,69,Human,-100468681#0,-101608828,2681.58,3675.22,3235.79,3386.76,10
394,99,18,Human,-101604497,-1323419243,2798.8,3002.6,2324.85,2303.21,2
1619,68,70,Human,101606547#1,-101604518,2138.91,2633.99,2872.46,3030.59,8
1711,41,71,Human,-1323419243,-1323419242#1,2323.26,2301.23,1867.02,2335.12,8
983,100,72,Human,-336860316#0,101608824,1943.2,1986.43,3383.74,3360.56,0
776,45,73,Human,526439431#0,101754278#1,2794.38,2560.89,2422.07,1556.43,5
1338,36,74,Human,-100468681#0,-23887076#2,2681.58,3675.22,2437.59,4249.86,10
63,101,75,Human,120829754,526438862#0,2447.82,2630.74,2645.13,2480.435,4
1563,49,76,Human,526438862#0,120829754,2644.935,2480.38,2395.14,2784.38,8
1013,41,15,Human,-1323419243,-101746498#2,2323.26,2301.23,2720.16,1993.94,5
331,102,3,Human,1200809292,101606547#1,2751.535,2520.215,2138.76,2634.12,1
772,103,5,Human,659278036#2,-100468681#0,2663.13,3215.72,2595.78,3722.61,2
758,25,77,Human,-100488715#4,-101605951#5,2444.05,2621.95,2396.74,2795.74,5
954,104,78,Human,71223800#6,-416409192#7,3568.4,2629.8,1029.05,2484.77,7
154,105,7,Human,526438862#1,-101752975#1,2646.965,2480.945,2176.66,1451.97,9
1054,106,3,Human,-101752975#1,101606547#1,2222.1,1478.46,2138.76,2634.12,0
1276,36,79,Human,-100468681#0,101417074,2681.58,3675.22,3494.8,2768.39,10
631,42,5,Human,-101601559,-100468681#0,2623.72,3321.06,2595.78,3722.61,2
1616,28,3,Human,416409192#0,101606547#1,704.08,2446.92,2138.76,2634.12,0
1438,107,29,Human,336863927#3,-619184994,3224.13,3499.37,2965.95,2744.96,10
162,108,63,Human,101607964#0,-101600741#2,3434.45,3276.47,2887.73,3331.57,3
246,31,3,Human,-101604513#1,101606547#1,2733.73,2998.72,2138.76,2634.12,1
1349,109,11,Human,-101605951#3,526438862#2,2381.71,2788.88,2744.8900000000003,2512.84,8
769,110,80,Human,101594822,-120511144#0,3525.2,2826.67,2208.57,2080.19,5
1101,92,81,Human,-101608960,-100488715#7,3081.31,3554.38,2641.37,2754.01,10
943,13,82,Human,100475365#1,-101609494#0,2719.3,2839.87,3479.63,3442.56,5
1358,111,48,Human,-1323419242#1,-100468681#1,1869.24,2334.98,2686.99,3672.0,0
510,112,78,Human,101607969#0,-416409192#7,3256.84,3255.5,1029.05,2484.77,2
326,113,77,Human,-101606549,-101605951#5,2127.09,2632.29,2396.74,2795.74,1
986,114,83,Human,-101605951#5,-101606549,2440.55,2848.7,2091.73,2616.49,5
1583,115,3,Human,416409192#5,101606547#1,938.47,2441.57,2138.76,2634.12,0
1329,64,84,Human,-416375813,-101767922,3612.2,2707.73,1918.74,1673.41,7
426,69,31,Human,-101746498#2,-101746516#0,2722.2,1779.43,2961.87,2054.29,3
399,116,15,Human,76867740,-101746498#2,2476.26,2435.73,2720.16,1993.94,5
162,100,85,Human,-336860316#0,-837309289#1,1943.2,1986.43,1114.44,2237.97,1
763,117,44,Human,-101765343,416428068,2008.12,1550.65,2930.26,2621.51,4
1556,89,64,Human,-1200809291,-101752975#2,2761.48,2508.2,2230.15,1483.22,6
763,118,4,Human,-416375814,-352797377,3276.06,2600.98,3160.03,2246.83,3
1363,119,86,Human,-352797377,-416375814,3616.85,2338.01,3304.23,2473.19,7
17,120,28,Human,-71223800#4,-336863927#1,3637.54,2657.77,3429.49,3458.26,9
1747,121,18,Human,-479315694,-1323419243,1997.13,1822.3,2324.85,2303.21,0
218,37,64,Human,-101600741#2,-101752975#2,2903.25,3330.58,2230.15,1483.22,2
1331,91,7,Human,-619184994,-101752975#1,3108.67,2771.02,2176.66,1451.97,7
1060,122,87,Human,-336860317#0,-101606546,1777.38,1850.79,2146.63,2636.57,0
1300,123,88,Human,-101606546,-336860317#0,2210.65,2681.28,1816.52,1949.87,8
503,116,44,Human,76867740,416428068,2476.26,2435.73,2930.26,2621.51,4
1558,96,89,Human,-100488715#3,-101411571#1,2431.39,2615.64,2916.65,2274.68,8
1522,124,57,Human,101416508#1,71223791#1,3444.96,2657.24,3149.78,2466.73,7
980,125,52,Human,-101749465,-1323419247,3544.37,2369.35,2771.95,2620.95,7
1749,35,15,Human,-297823017,-101746498#2,3425.07,3180.48,2720.16,1993.94,0
262,80,12,Human,-101765339#0,100475365#1,2008.29,1540.68,2719.86,2835.54,1
1012,126,29,Human,-282689981#1,-619184994,3155.21,2252.98,2965.95,2744.96,6
814,127,34,Human,-282689975#3,-1200809291,3858.33,2352.93,2791.98,2514.23,3
1295,128,40,Human,-336860317#1,-1047412913,1772.11,1835.92,3802.93,2900.73,0
1377,20,18,Human,526438862#2,-1323419243,2725.1800000000003,2503.24,2324.85,2303.21,6
1620,55,44,Human,71324347#5,416428068,2667.66,2389.78,2930.26,2621.51,6
1383,84,3,Human,-47374664,101606547#1,2552.73,2038.86,2138.76,2634.12,6
1708,21,39,Human,71324347#0,-47374664,2891.28,2430.94,2647.55,2223.74,0
219,129,7,Human,336863927#0,-101752975#1,3423.02,3420.89,2176.66,1451.97,2
1401,15,15,Human,-101604496#1,-101746498#2,2762.82,3123.84,2720.16,1993.94,0
1054,130,18,Human,1323419244,-1323419243,2532.46,2444.29,2324.85,2303.21,5
877,131,90,Human,120509990,1323419244,2912.53,2302.15,2490.49,2438.24,5
1777,130,47,Human,1323419244,120509990,2532.46,2444.29,2895.11,2428.8,8
1747,84,3,Human,-47374664,101606547#1,2552.73,2038.86,2138.76,2634.12,0
1717,132,2,Human,120511301,416373452,2920.8,2292.32,2611.72,2572.14,6
1353,133,77,Human,-101746516#0,-101605951#5,2842.81,2027.99,2396.74,2795.74,6
1192,100,44,Human,-336860316#0,416428068,1943.2,1986.43,2930.26,2621.51,10
1440,134,15,Human,101605951#0,-101746498#2,2261.85,2557.63,2720.16,1993.94,0
400,69,70,Human,-101746498#2,-101604518,2722.2,1779.43,2872.46,3030.59,3
908,40,75,Human,-101787489,526438862#0,2019.69,2017.41,2645.13,2480.435,4
412,82,18,Human,101784499#1,-1323419243,1799.5,1810.53,2324.85,2303.21,1
1230,52,15,Human,-101411571#0,-101746498#2,2915.36,2288.15,2720.16,1993.94,6
178,135,18,Human,416405090,-1323419243,1988.68,2331.38,2324.85,2303.21,1
428,136,44,Human,-101767911,416428068,2248.29,1705.57,2930.26,2621.51,3
44,137,18,Human,-101752970#1,-1323419243,1878.24,2073.0,2324.85,2303.21,1
1707,138,15,Human,-101754276#1,-101746498#2,2085.68,1463.59,2720.16,1993.94,0
935,139,91,Human,101765339#2,-71223800#4,2088.6,1589.98,3673.69,2673.05,0
557,140,44,Human,-416409191#1,416428068,1115.45,2685.71,2930.26,2621.51,4
1603,140,44,Human,-416409191#1,416428068,1115.45,2685.71,2930.26,2621.51,8
462,141,18,Human,-101784793,-1323419243,1827.06,1959.15,2324.85,2303.21,1
1309,82,92,Human,101784499#1,-101746514,1799.5,1810.53,2358.58,1987.94,0
1780,142,23,Human,659281081#0,-416409191#0,2526.47,2404.66,1481.87,2496.39,8
426,117,93,Human,-101765343,-101418589,2008.12,1550.65,2754.86,2513.0,3
1401,143,18,Human,-101749449#0,-1323419243,2364.4,1992.43,2324.85,2303.21,0
292,117,15,Human,-101765343,-101746498#2,2008.12,1550.65,2720.16,1993.94,1
443,144,18,Human,-173532317#1,-1323419243,2277.12,1746.12,2324.85,2303.21,1
